customer_id,age,location,signup_date,subscription_type,last_payment_date,payment_delay_days,failed_payments_count,avg_weekly_usage_hours,days_since_last_login,courses_completed,tickets_raised,last_ticket_days
1165,40,Chicago,356,Yearly,275,6,2,17.68,266,10,4,89.0
1166,21,Seattle,197,Monthly,50,11,0,12.85,8,1,3,258.0
1167,40,Chicago,550,Yearly,257,8,1,14.89,231,5,0,
1168,46,Los Angeles,650,Yearly,29,8,2,4.12,262,7,4,275.0
1169,39,Los Angeles,538,Monthly,99,4,4,7.57,208,5,4,40.0
1170,47,Los Angeles,412,Yearly,191,7,0,18.2,170,4,1,139.0
1171,25,New York,707,Monthly,295,0,3,13.36,228,2,1,57.0
1172,51,New York,673,Yearly,549,0,2,0.96,543,1,0,
1173,35,Los Angeles,274,Yearly,72,1,4,4.55,19,8,1,14.0
1174,58,Los Angeles,16,Monthly,5,5,0,16.1,6,8,0,
1175,26,Los Angeles,692,Monthly,570,10,4,9.87,59,0,3,345.0
1176,59,New York,347,Yearly,7,9,3,13.87,237,9,0,
1177,39,New York,254,Monthly,134,8,3,2.37,139,3,1,309.0
1178,22,Denver,449,Monthly,220,7,0,17.58,375,4,5,196.0
1179,18,Los Angeles,433,Monthly,11,14,0,19.27,328,7,4,205.0
1180,24,Chicago,665,Monthly,362,15,3,1.69,229,10,5,2.0
1181,24,Los Angeles,174,Monthly,20,15,0,14.51,156,6,5,10.0
1182,26,Chicago,123,Monthly,55,9,3,8.93,103,9,1,150.0
1183,18,Los Angeles,335,Monthly,108,15,1,13.42,277,6,0,
1184,54,Lloydfurt,663,Monthly,232,3,0,18.37,449,3,0,
1185,35,Los Angeles,441,Monthly,375,10,3,10.17,383,8,4,69.0
1186,41,Chicago,276,Monthly,123,4,2,16.33,178,5,2,35.0
1187,39,Los Angeles,325,Yearly,168,3,4,17.09,306,0,2,124.0
1188,33,New York,46,Yearly,10,0,1,13.25,18,0,5,347.0
1189,26,Seattle,624,Yearly,220,13,2,18.79,444,4,3,200.0
1190,37,Chicago,299,Monthly,177,10,3,6.83,225,9,4,363.0
1191,26,Los Angeles,132,Monthly,7,9,0,8.56,89,3,3,36.0
1192,46,Los Angeles,147,Monthly,55,1,4,16.99,111,3,1,40.0
1193,49,Lake Nicholasville,147,Yearly,85,9,4,11.22,10,5,5,361.0
1194,35,Denver,27,Yearly,10,5,3,17.83,7,4,5,110.0
1195,37,Chicago,533,Yearly,517,6,2,14.17,195,9,4,83.0
1196,19,Chicago,684,Monthly,407,5,3,15.35,153,7,3,344.0
1197,43,New York,562,Yearly,207,13,0,14.96,130,3,5,294.0
1198,40,New Christopherborough,44,Monthly,30,12,4,8.21,9,1,5,97.0
1199,55,Robertmouth,46,Monthly,36,6,4,3.38,16,0,2,133.0
1200,49,New York,493,Yearly,470,9,2,17.42,40,8,5,242.0
1201,34,Chicago,278,Monthly,273,4,0,0.8,155,1,3,271.0
1202,25,New York,664,Yearly,127,13,3,17.35,296,8,5,289.0
1203,43,Los Angeles,319,Yearly,75,10,2,18.14,9,9,3,36.0
1204,20,New York,53,Yearly,44,9,4,10.58,32,2,2,353.0
1205,25,Chicago,92,Yearly,31,15,3,1.83,8,7,4,25.0
1206,21,Chicago,146,Monthly,74,1,2,6.83,26,10,5,75.0
1207,23,Los Angeles,294,Monthly,7,6,2,9.08,133,7,2,352.0
1208,59,New York,99,Monthly,4,13,4,8.4,78,9,0,
1209,44,Chicago,86,Monthly,50,1,4,9.28,37,2,0,
1210,60,Chicago,266,Yearly,105,0,4,5.09,230,2,3,309.0
1211,20,Seattle,341,Monthly,249,11,2,6.77,72,10,5,238.0
1212,19,Chicago,84,Yearly,42,3,4,6.36,40,5,5,68.0
1213,48,Robertbury,344,Monthly,181,5,4,9.4,210,1,4,129.0
1214,27,Los Angeles,656,Yearly,260,14,2,4.21,286,7,5,70.0
1215,40,Chicago,663,Monthly,80,2,2,18.22,426,7,2,138.0
1216,43,Lake Makayla,256,Yearly,97,5,0,8.33,129,6,1,206.0
1217,59,New York,242,Monthly,21,9,4,8.54,46,1,2,362.0
1218,34,Austin,311,Monthly,288,8,4,7.81,76,10,3,20.0
1219,55,West Tracymouth,717,Monthly,674,15,0,13.25,77,3,5,273.0
1220,60,Los Angeles,688,Monthly,468,3,0,9.45,628,10,2,220.0
1221,51,Los Angeles,540,Yearly,123,13,4,6.28,472,7,5,263.0
1222,44,New York,256,Monthly,129,2,0,13.22,150,8,5,306.0
1223,33,Los Angeles,716,Monthly,258,9,3,10.05,383,1,3,277.0
1224,37,Andrewsland,92,Monthly,37,11,1,11.02,56,2,4,99.0
1225,53,Chicago,513,Yearly,88,8,3,7.89,63,5,5,243.0
1226,42,Chicago,408,Yearly,372,7,4,15.33,266,9,4,38.0
1227,37,Los Angeles,68,Monthly,10,8,4,8.5,36,0,4,189.0
1228,51,Los Angeles,420,Monthly,162,8,2,6.38,215,6,4,167.0
1229,42,New York,472,Yearly,351,5,0,19.64,361,5,4,35.0
1230,24,Chicago,597,Yearly,211,13,4,15.96,224,6,0,
1231,32,Los Angeles,373,Monthly,194,12,2,19.97,128,5,4,238.0
1232,56,Los Angeles,346,Yearly,66,0,4,5.54,226,8,4,40.0
1233,22,South Vanessa,277,Yearly,271,9,3,15.22,224,8,4,165.0
1234,56,Pughchester,344,Monthly,52,5,2,2.98,319,4,0,
1235,25,Los Angeles,137,Yearly,60,13,2,8.54,82,0,3,141.0
1236,58,New York,699,Monthly,484,1,1,2.18,150,3,4,218.0
1237,31,New York,353,Monthly,134,10,1,12.0,187,2,1,200.0
1238,53,Los Angeles,516,Yearly,432,12,2,9.13,61,4,1,82.0
1239,44,Chicago,699,Yearly,34,7,1,11.37,333,8,5,207.0
1240,30,Durhambury,490,Monthly,94,6,0,11.73,156,4,0,
1241,60,Los Angeles,428,Monthly,80,15,0,5.92,422,0,0,
1242,42,New York,456,Yearly,314,14,1,14.24,452,3,1,129.0
1243,36,West Yvonnehaven,618,Monthly,605,5,2,14.29,59,9,0,
1244,50,Chicago,162,Yearly,48,6,4,9.87,141,1,1,46.0
1245,43,Chicago,702,Monthly,165,0,2,14.86,155,0,1,22.0
1246,22,Chicago,206,Monthly,59,8,0,15.92,140,2,1,288.0
1247,24,Los Angeles,541,Monthly,4,13,4,3.43,125,2,4,106.0
1248,24,Chicago,166,Yearly,99,2,4,16.91,12,6,2,44.0
1249,26,Austin,637,Monthly,502,5,0,0.58,85,6,3,265.0
1250,59,Los Angeles,59,Yearly,11,6,0,10.7,38,7,0,
1251,51,New York,714,Yearly,19,2,4,12.94,607,3,0,
1252,23,Robertfurt,468,Monthly,5,0,2,19.21,380,7,5,25.0
1253,54,Los Angeles,38,Monthly,25,8,1,8.36,15,6,5,206.0
1254,35,Chicago,646,Yearly,623,5,2,17.0,292,7,0,
1255,26,New York,118,Yearly,64,3,3,5.02,33,4,0,
1256,59,New York,471,Monthly,133,9,2,1.39,423,1,3,106.0
1257,58,Los Angeles,153,Yearly,67,1,4,5.92,71,4,2,285.0
1258,36,Los Angeles,95,Yearly,23,13,1,8.84,74,4,1,66.0
1259,35,Chicago,468,Monthly,28,13,2,6.4,88,8,5,33.0
1260,32,Seattle,400,Monthly,188,0,0,7.31,232,2,0,
1261,26,New York,119,Yearly,18,10,4,3.34,16,2,0,
1262,51,Denver,479,Monthly,469,9,4,0.2,306,3,1,282.0
1263,32,Los Angeles,591,Yearly,461,11,0,6.27,306,7,3,101.0
1264,26,Chicago,496,Yearly,372,0,4,4.59,160,4,4,67.0
1265,27,Denver,7,Yearly,4,2,1,6.16,5,9,0,
1266,30,Teresaberg,268,Yearly,243,0,4,4.5,34,7,4,274.0
1267,38,Denver,442,Yearly,406,14,4,1.09,61,9,3,19.0
1268,56,Los Angeles,698,Yearly,541,2,3,4.08,513,3,2,201.0
1269,52,Port Lisa,248,Monthly,32,10,1,18.09,113,9,3,222.0
1270,58,Chicago,494,Monthly,374,14,1,6.06,168,6,1,9.0
1271,32,Chicago,119,Yearly,73,1,2,13.7,30,10,5,303.0
1272,36,Chelseashire,726,Yearly,625,5,3,15.91,682,2,5,121.0
1273,59,New York,521,Yearly,196,7,2,5.48,420,4,3,236.0
1274,35,Chicago,405,Monthly,187,1,0,18.33,404,4,5,283.0
1275,39,Chicago,308,Monthly,189,15,3,15.28,307,5,3,360.0
1276,37,Los Angeles,716,Monthly,517,7,3,19.83,243,8,0,
1277,27,Los Angeles,395,Yearly,363,14,3,8.37,168,4,4,363.0
1278,27,New York,571,Monthly,431,0,4,12.3,245,4,1,40.0
1279,31,Chicago,658,Yearly,181,9,0,3.83,298,10,1,130.0
1280,21,Austin,190,Yearly,2,2,1,12.97,169,3,2,329.0
1281,48,Los Angeles,588,Monthly,20,1,1,16.94,226,8,3,361.0
1282,27,New York,684,Monthly,72,11,4,2.1,221,2,2,18.0
1283,28,New York,137,Yearly,41,9,3,4.59,126,8,3,155.0
1284,30,Austin,178,Monthly,34,4,1,7.88,15,4,3,60.0
1285,42,Los Angeles,89,Monthly,53,9,3,6.78,89,9,0,
1286,48,Ericaberg,168,Yearly,30,15,0,0.86,30,9,0,
1287,19,Chicago,13,Yearly,9,0,3,12.68,12,7,3,111.0
1288,22,Los Angeles,536,Yearly,217,8,1,9.4,255,3,0,
1289,52,Chicago,648,Yearly,568,7,0,14.73,325,8,5,183.0
1290,20,Austin,567,Yearly,278,2,3,12.74,86,3,1,176.0
1291,60,Samanthaville,167,Monthly,50,9,4,14.77,13,6,4,26.0
1292,25,Chicago,50,Monthly,36,0,0,0.33,22,3,5,147.0
1293,30,Los Angeles,61,Monthly,19,7,1,17.82,55,1,0,
1294,53,New York,19,Monthly,7,5,4,17.67,12,0,5,58.0
1295,18,Chicago,9,Monthly,7,9,0,1.2,3,2,2,120.0
1296,60,Chicago,14,Monthly,1,2,3,15.22,6,2,0,
1297,58,Denver,509,Monthly,364,12,3,16.57,234,10,0,
1298,57,Los Angeles,285,Monthly,120,13,4,7.88,169,10,3,271.0
1299,46,Austin,502,Monthly,127,2,1,16.08,279,9,5,247.0
1300,31,Los Angeles,584,Monthly,175,12,4,19.49,312,2,1,256.0
1301,43,New York,515,Monthly,362,4,0,1.97,39,1,4,74.0
1302,24,Los Angeles,275,Monthly,211,10,4,10.79,108,5,4,76.0
1303,28,New York,559,Yearly,476,7,3,19.79,46,9,1,335.0
1304,31,New York,7,Yearly,7,12,0,9.67,2,10,2,246.0
1305,49,Los Angeles,22,Monthly,10,15,4,7.71,21,9,5,329.0
1306,32,Nguyenville,507,Yearly,26,11,4,5.09,401,5,1,74.0
1307,18,New York,668,Monthly,302,6,1,11.23,549,2,3,250.0
1308,25,Chicago,337,Yearly,19,6,3,2.85,227,5,1,279.0
1309,48,New York,398,Monthly,165,7,0,17.13,146,9,5,106.0
1310,37,New York,348,Monthly,181,9,0,15.9,112,7,4,270.0
1311,41,Los Angeles,322,Monthly,204,1,3,11.03,242,7,2,26.0
1312,18,Hernandezstad,561,Yearly,497,1,2,13.7,136,7,4,257.0
1313,59,Los Angeles,448,Monthly,111,11,0,17.83,326,3,5,234.0
1314,37,Chicago,488,Yearly,346,11,4,17.65,239,10,2,364.0
1315,48,Chicago,218,Yearly,198,1,4,11.44,144,4,3,49.0
1316,42,Chicago,514,Monthly,66,9,1,18.62,443,0,3,304.0
1317,21,New York,404,Yearly,182,9,1,1.54,310,8,5,236.0
1318,18,New York,92,Yearly,19,5,1,2.47,40,10,2,310.0
1319,33,Port Ryanton,188,Yearly,28,3,3,6.65,111,7,4,45.0
1320,30,Seattle,194,Yearly,189,6,1,2.58,114,2,5,108.0
1321,60,Los Angeles,144,Monthly,34,1,0,11.53,77,2,2,298.0
1322,55,Denver,389,Yearly,115,2,3,5.84,347,1,2,288.0
1323,28,Chicago,685,Monthly,402,12,0,2.13,423,3,2,246.0
1324,28,North Kristine,381,Yearly,344,14,3,6.22,135,8,1,60.0
1325,34,Los Angeles,254,Yearly,79,12,3,17.5,13,0,5,270.0
1326,22,New York,636,Monthly,586,1,4,3.52,550,4,5,275.0
1327,26,Chicago,196,Yearly,44,2,2,15.47,195,5,3,113.0
1328,27,New York,52,Yearly,52,3,1,11.42,32,2,0,
1329,35,Los Angeles,513,Monthly,91,4,2,17.07,119,6,0,
1330,39,New York,329,Monthly,110,15,3,6.94,155,10,3,343.0
1331,31,New York,435,Yearly,229,7,4,10.57,104,3,3,243.0
1332,60,Austin,191,Monthly,118,4,4,3.33,127,3,0,
1333,41,Los Angeles,558,Yearly,83,14,4,11.57,556,10,4,228.0
1334,33,Chicago,161,Yearly,34,12,0,8.44,49,0,4,266.0
1335,30,New York,627,Monthly,410,9,1,17.48,197,5,3,115.0
1336,21,Chicago,630,Yearly,130,9,0,18.56,5,10,4,190.0
1337,55,Los Angeles,114,Monthly,86,6,4,18.02,12,5,5,220.0
1338,18,East Roy,616,Monthly,429,13,3,15.33,230,5,2,290.0
1339,23,Chicago,511,Monthly,64,15,2,13.93,179,3,4,148.0
1340,50,Chicago,387,Monthly,280,13,3,18.99,265,5,4,228.0
1341,18,New York,61,Monthly,28,6,4,2.37,45,1,2,215.0
1342,37,Port Debra,728,Yearly,93,7,4,15.02,3,6,0,
1343,45,New York,716,Yearly,369,12,1,18.12,637,1,1,110.0
1344,47,Los Angeles,676,Yearly,623,9,1,3.08,384,0,3,83.0
1345,39,Los Angeles,585,Yearly,491,4,4,12.28,490,0,2,47.0
1346,30,North Shirleyland,152,Monthly,116,7,0,8.77,92,6,2,169.0
1347,48,New York,217,Monthly,122,15,3,1.23,106,6,4,115.0
1348,24,New York,66,Monthly,12,4,3,14.74,10,9,3,265.0
1349,45,Seattle,272,Yearly,188,11,4,9.02,49,1,2,4.0
1350,53,New York,6,Monthly,1,7,1,10.45,3,6,0,
1351,51,New York,575,Monthly,574,13,0,6.66,512,7,0,
1352,53,Chicago,662,Yearly,128,14,1,14.42,443,0,0,
1353,19,Seattle,236,Yearly,180,3,2,8.04,72,4,2,276.0
1354,23,Los Angeles,496,Monthly,280,0,1,10.03,415,4,0,
1355,42,Chicago,193,Monthly,124,12,4,11.98,81,8,1,32.0
1356,49,Austin,199,Monthly,69,5,2,18.45,37,4,4,5.0
1357,32,Chicago,495,Yearly,249,7,2,11.23,384,4,3,224.0
1358,48,Los Angeles,339,Yearly,181,6,0,15.29,1,1,4,74.0
1359,19,New York,59,Monthly,56,13,3,9.98,44,10,3,34.0
1360,21,New York,58,Yearly,21,12,1,17.02,21,8,1,197.0
1361,50,Chicago,97,Monthly,37,11,4,18.22,97,6,2,174.0
1362,54,New York,553,Yearly,141,13,0,2.12,302,5,2,344.0
1363,32,Los Angeles,281,Monthly,86,8,4,8.83,205,0,5,146.0
1364,42,Los Angeles,407,Monthly,178,0,2,8.84,24,4,2,1.0
1365,21,Austin,671,Monthly,486,9,3,17.69,1,10,4,335.0
1366,26,Austin,25,Monthly,22,6,4,16.52,17,5,3,128.0
1367,44,New York,577,Monthly,134,5,3,3.74,559,4,2,317.0
1368,19,Chicago,673,Monthly,173,2,1,5.37,662,2,0,
1369,35,Chicago,169,Monthly,39,13,0,10.53,46,2,4,245.0
1370,21,Chicago,440,Monthly,332,6,3,0.72,48,9,4,72.0
1371,59,Los Angeles,531,Yearly,427,2,2,14.78,42,1,3,186.0
1372,26,Denver,259,Monthly,235,1,0,15.24,81,10,2,318.0
1373,26,Los Angeles,721,Yearly,444,13,0,6.94,292,1,0,
1374,25,Chicago,713,Monthly,544,0,1,18.02,144,4,4,61.0
1375,33,Chicago,47,Monthly,30,10,2,0.78,17,1,5,61.0
1376,50,Chicago,652,Monthly,410,3,3,0.64,141,6,5,39.0
1377,30,Chicago,484,Yearly,53,12,0,1.35,56,2,5,270.0
1378,57,Chicago,228,Monthly,93,10,0,4.38,211,6,4,54.0
1379,45,New York,494,Monthly,391,13,4,13.52,488,9,2,341.0
1380,23,New York,727,Yearly,253,12,0,16.2,545,9,4,163.0
1381,34,Thomasmouth,119,Yearly,115,10,1,9.05,97,9,2,197.0
1382,29,Austin,109,Yearly,102,10,2,14.15,16,6,4,260.0
1383,54,Los Angeles,518,Monthly,256,8,4,9.44,394,5,4,137.0
1384,30,Los Angeles,619,Yearly,13,8,3,15.47,356,3,5,299.0
1385,50,New York,111,Yearly,24,13,0,8.89,9,10,2,226.0
1386,59,Lake William,514,Monthly,390,7,3,2.0,95,7,4,190.0
1387,22,Chicago,233,Yearly,16,7,2,13.52,169,1,4,105.0
1388,18,Chicago,534,Monthly,291,7,1,1.98,297,4,0,
1389,52,New York,451,Yearly,434,0,1,16.88,43,8,3,113.0
1390,60,Los Angeles,528,Yearly,372,10,0,2.3,443,1,5,78.0
1391,46,New York,621,Yearly,36,15,0,12.43,93,1,3,255.0
1392,35,New York,456,Yearly,371,0,2,5.07,393,9,2,103.0
1393,26,Chicago,193,Monthly,150,14,2,6.77,125,7,4,268.0
1394,43,Chicago,167,Yearly,14,14,2,4.85,105,7,0,
1395,30,Denver,109,Monthly,108,14,3,3.96,31,9,2,235.0
1396,43,Los Angeles,613,Monthly,219,0,0,12.11,483,7,0,
1397,28,Chicago,281,Monthly,240,14,2,2.82,236,7,5,185.0
1398,19,Chicago,6,Yearly,2,2,4,10.98,6,3,5,40.0
1399,33,Los Angeles,123,Monthly,28,2,1,0.4,46,6,3,355.0
1400,41,Los Angeles,101,Yearly,65,0,0,8.29,33,3,1,118.0
1401,30,Seattle,224,Monthly,119,14,1,19.6,214,4,4,94.0
1402,24,Denver,58,Monthly,24,7,4,19.16,6,0,2,64.0
1403,30,Seattle,550,Monthly,445,8,2,15.15,393,2,4,343.0
1404,38,Chicago,117,Yearly,14,1,3,12.86,22,10,3,319.0
1405,39,Chicago,6,Yearly,1,11,4,17.2,2,0,1,48.0
1406,57,Seattle,549,Monthly,305,6,2,13.0,438,3,0,
1407,24,Chicago,635,Monthly,424,8,4,12.76,113,3,4,94.0
1408,24,Denver,719,Yearly,230,14,3,15.96,545,2,1,276.0
1409,60,Chicago,719,Monthly,636,13,3,8.73,238,7,3,332.0
1410,50,Seattle,456,Yearly,203,1,0,6.69,145,3,3,50.0
1411,41,New York,100,Yearly,88,12,0,19.17,10,10,1,25.0
1412,36,New York,265,Monthly,249,11,1,16.76,58,3,4,333.0
1413,60,Denver,644,Yearly,268,12,2,6.98,130,2,1,268.0
1414,30,Chicago,437,Yearly,135,3,4,14.41,298,5,5,363.0
1415,59,Delgadoville,70,Yearly,12,8,0,18.18,18,7,3,72.0
1416,31,Chicago,664,Yearly,77,10,4,3.62,31,7,3,170.0
1417,27,New York,656,Monthly,466,15,2,10.62,456,1,5,249.0
1418,46,New York,401,Monthly,372,15,4,8.43,312,1,0,
1419,46,Seattle,503,Yearly,229,5,0,12.94,284,8,4,98.0
1420,51,Chicago,575,Yearly,53,4,4,16.04,338,5,0,
1421,30,Chicago,4,Yearly,3,6,1,10.39,1,1,4,349.0
1422,58,Seattle,405,Monthly,380,12,0,0.61,113,8,3,106.0
1423,32,Los Angeles,658,Yearly,138,11,2,8.04,171,10,5,237.0
1424,44,Austin,433,Yearly,352,13,3,16.87,110,8,5,152.0
1425,30,Acostabury,115,Yearly,112,15,1,19.23,28,10,1,305.0
1426,40,Chicago,347,Monthly,237,2,0,11.19,67,5,4,360.0
1427,55,Chicago,644,Yearly,484,0,3,16.34,218,10,1,283.0
1428,53,Austin,25,Monthly,11,7,3,4.0,6,8,2,249.0
1429,44,Chicago,727,Monthly,492,0,3,9.4,611,7,5,66.0
1430,41,New York,307,Monthly,275,11,2,6.15,78,7,1,350.0
1431,41,Chicago,283,Yearly,73,10,4,4.43,100,1,0,
1432,25,Los Angeles,297,Monthly,9,14,0,14.01,42,1,3,116.0
1433,21,New York,82,Monthly,49,4,2,14.64,5,5,5,337.0
1434,26,Murphyton,186,Monthly,167,6,2,8.41,157,4,3,321.0
1435,26,New York,138,Monthly,32,2,0,13.39,14,8,2,270.0
1436,24,New York,118,Yearly,90,1,3,0.54,94,10,4,361.0
1437,37,Chicago,291,Monthly,139,8,3,9.0,127,5,1,311.0
1438,42,New York,276,Yearly,259,11,4,10.21,29,4,4,158.0
1439,32,Los Angeles,523,Yearly,78,1,4,19.19,512,4,1,200.0
1440,46,New York,599,Yearly,327,8,2,6.87,473,4,5,113.0
1441,40,Chicago,592,Monthly,242,2,4,13.65,588,8,0,
1442,38,Austin,489,Yearly,353,4,2,14.31,464,3,5,339.0
1443,45,Los Angeles,493,Monthly,165,2,3,15.63,337,8,4,256.0
1444,23,Chicago,68,Yearly,12,3,1,6.01,36,3,5,107.0
1445,29,Los Angeles,8,Yearly,4,9,4,8.88,4,5,4,313.0
1446,56,Chicago,582,Monthly,458,8,2,6.16,519,9,5,25.0
1447,27,West Carl,209,Yearly,102,9,0,18.83,118,2,4,91.0
1448,38,Denver,114,Yearly,82,6,2,7.6,19,8,0,
1449,22,New York,73,Yearly,9,13,1,1.49,20,7,3,145.0
1450,60,Chicago,714,Yearly,276,6,3,6.0,154,8,0,
1451,54,South Kevinborough,411,Monthly,381,9,4,16.38,325,7,0,
1452,34,Chicago,543,Monthly,442,11,1,0.04,451,4,4,39.0
1453,54,Los Angeles,109,Monthly,18,2,0,16.78,80,2,5,17.0
1454,51,New York,393,Monthly,223,2,3,17.12,342,3,5,346.0
1455,56,Chicago,32,Monthly,25,4,0,11.55,12,2,1,145.0
1456,29,Chicago,135,Monthly,93,0,4,8.46,75,7,4,336.0
1457,55,Chicago,366,Yearly,229,1,3,19.23,152,8,5,118.0
1458,40,Seattle,54,Yearly,34,6,3,18.15,3,6,3,118.0
1459,60,Los Angeles,320,Monthly,94,5,2,14.96,47,8,1,130.0
1460,60,Chicago,8,Yearly,6,4,4,16.4,5,6,4,172.0
1461,29,Port Shawnport,574,Monthly,458,2,0,14.59,33,4,2,299.0
1462,50,Chicago,640,Yearly,88,1,1,0.47,615,4,1,52.0
1463,58,Chicago,663,Yearly,634,4,3,11.33,343,4,1,228.0
1464,58,Chicago,496,Monthly,425,1,3,5.18,47,0,2,115.0
1465,27,Los Angeles,273,Monthly,80,3,0,11.83,256,8,3,12.0
1466,31,Chicago,646,Monthly,299,7,0,19.84,109,5,1,285.0
1467,32,Chicago,4,Yearly,3,4,1,12.11,3,10,3,178.0
1468,30,Chicago,357,Yearly,108,7,3,12.1,158,2,3,286.0
1469,36,Chicago,264,Yearly,88,3,4,1.5,226,6,5,124.0
1470,39,Seattle,41,Yearly,32,12,1,7.57,29,9,0,
1471,41,New York,463,Monthly,392,10,3,8.79,90,4,2,149.0
1472,46,New York,714,Monthly,200,15,0,3.4,245,9,4,230.0
1473,36,New York,220,Monthly,175,5,3,6.43,79,2,2,233.0
1474,26,Los Angeles,505,Yearly,439,5,0,10.82,336,3,4,222.0
1475,34,Los Angeles,399,Yearly,148,5,2,18.22,292,6,5,278.0
1476,49,New York,513,Monthly,26,8,2,3.08,249,1,2,206.0
1477,53,Los Angeles,664,Yearly,649,0,4,12.58,132,9,3,76.0
1478,32,Denver,173,Monthly,58,3,3,18.05,12,8,4,88.0
1479,36,New York,118,Monthly,5,15,4,8.43,64,1,4,299.0
1480,58,New York,177,Monthly,63,7,0,8.57,96,0,2,246.0
1481,47,New York,396,Yearly,224,4,0,7.92,392,8,4,17.0
1482,53,Seattle,668,Yearly,452,11,2,15.08,467,3,5,277.0
1483,20,Los Angeles,432,Yearly,286,11,0,5.8,404,8,3,330.0
1484,31,Los Angeles,654,Yearly,58,15,0,1.55,511,0,1,89.0
1485,28,Los Angeles,436,Monthly,332,10,2,9.5,23,10,1,163.0
1486,40,Los Angeles,163,Yearly,18,13,2,13.01,16,4,0,
1487,60,Los Angeles,72,Monthly,68,1,2,6.79,7,7,2,206.0
1488,28,Los Angeles,414,Yearly,328,0,3,18.8,379,2,0,
1489,35,South Paige,530,Yearly,90,10,4,17.8,516,2,5,272.0
1490,51,Chicago,576,Yearly,534,14,0,0.07,124,0,0,
1491,29,Port Marioville,244,Monthly,147,7,4,7.23,230,7,2,252.0
1492,28,Austin,482,Monthly,62,8,3,1.55,328,4,1,239.0
1493,37,Chicago,296,Yearly,103,15,0,18.9,183,6,0,
1494,29,New York,727,Yearly,402,2,4,14.76,564,0,4,299.0
1495,49,Seattle,130,Yearly,27,1,1,13.3,36,8,4,182.0
1496,27,Austin,387,Yearly,71,13,2,16.48,362,8,1,243.0
1497,29,Chicago,143,Yearly,128,3,0,18.24,25,4,2,319.0
1498,43,Port Eric,392,Monthly,305,9,2,3.99,248,1,5,129.0
1499,27,New York,348,Yearly,3,11,2,6.51,54,2,2,207.0
1500,50,Chicago,653,Monthly,217,4,4,6.98,164,3,1,178.0
1501,43,Hamiltontown,565,Monthly,371,15,1,4.24,144,9,4,177.0
1502,27,New York,618,Yearly,500,0,0,12.38,142,9,4,159.0
1503,25,New York,367,Yearly,22,10,0,5.36,173,6,1,83.0
1504,24,New York,120,Yearly,48,14,3,13.94,15,0,3,324.0
1505,42,New Todd,507,Yearly,369,13,0,5.69,256,4,4,278.0
1506,44,Chicago,19,Monthly,13,7,4,8.85,13,1,0,
1507,59,New York,216,Monthly,38,14,1,9.95,65,6,2,333.0
1508,45,Seattle,446,Yearly,168,8,1,15.41,414,6,0,
1509,48,Los Angeles,727,Yearly,75,4,1,2.83,313,1,2,210.0
1510,33,North Samantha,501,Monthly,291,12,4,9.13,12,8,2,38.0
1511,52,Los Angeles,480,Monthly,198,14,1,19.67,27,5,3,263.0
1512,44,New York,637,Monthly,135,2,1,5.62,248,6,0,
1513,28,Denver,339,Monthly,14,7,1,15.18,263,8,0,
1514,32,Chicago,58,Yearly,2,6,2,13.01,40,3,0,
1515,45,Chicago,91,Monthly,45,6,1,4.16,82,1,4,20.0
1516,30,New York,315,Monthly,84,15,0,4.6,143,6,0,
1517,45,Seattle,290,Yearly,54,4,1,12.25,4,0,0,
1518,32,Seattle,10,Yearly,5,1,2,12.06,4,3,1,110.0
1519,20,Jaimeberg,695,Yearly,671,15,4,1.46,294,7,3,18.0
1520,60,Los Angeles,309,Yearly,198,0,2,8.59,213,2,2,18.0
1521,35,New York,658,Monthly,146,13,1,12.01,453,1,4,359.0
1522,57,Chicago,561,Monthly,139,9,2,18.36,397,10,5,333.0
1523,52,Chicago,403,Monthly,283,10,2,0.98,47,4,5,316.0
1524,28,Los Angeles,83,Yearly,69,5,2,18.43,40,0,4,365.0
1525,41,Cherylville,341,Monthly,27,9,4,7.73,161,2,4,68.0
1526,60,East Kelly,52,Monthly,9,3,0,1.47,4,1,4,55.0
1527,30,Los Angeles,58,Monthly,21,15,4,15.21,57,3,0,
1528,60,Thompsonshire,125,Monthly,113,15,4,4.97,18,5,3,296.0
1529,54,Edwardsmouth,82,Monthly,75,2,1,5.49,10,5,2,234.0
1530,50,New York,301,Yearly,111,12,2,5.63,66,6,3,331.0
1531,56,New York,604,Monthly,556,8,2,18.12,516,0,3,343.0
1532,47,Chicago,601,Yearly,341,8,3,5.89,522,5,4,255.0
1533,34,Los Angeles,517,Yearly,86,13,1,14.89,490,2,3,315.0
1534,52,New York,84,Monthly,75,4,4,10.83,78,1,2,207.0
1535,53,Chicago,683,Monthly,666,11,2,4.84,604,5,5,284.0
1536,51,Chicago,155,Monthly,105,15,4,15.19,41,3,4,56.0
1537,55,Los Angeles,573,Yearly,74,3,1,11.95,292,7,1,216.0
1538,51,Los Angeles,197,Yearly,178,12,0,5.41,173,8,2,204.0
1539,19,Austin,447,Yearly,188,9,3,6.67,38,10,3,43.0
1540,42,Los Angeles,250,Yearly,233,5,1,14.09,193,8,1,57.0
1541,52,Los Angeles,144,Monthly,12,8,3,1.76,9,0,0,
1542,45,Chicago,407,Yearly,337,4,0,8.8,21,10,5,284.0
1543,37,Los Angeles,434,Yearly,251,5,1,9.31,295,6,5,284.0
